visit_id,date,item_id,item_name,type,pairing_tag,price,profit
V000008,2026-02-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000008,2026-02-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000009,2026-02-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000009,2026-02-01,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000009,2026-02-01,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000009,2026-02-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000009,2026-02-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000009,2026-02-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000009,2026-02-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000009,2026-02-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000009,2026-02-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000009,2026-02-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000009,2026-02-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000009,2026-02-01,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000009,2026-02-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000009,2026-02-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000009,2026-02-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000010,2026-02-01,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000010,2026-02-01,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000010,2026-02-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000011,2026-02-01,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000011,2026-02-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000011,2026-02-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000011,2026-02-01,S05,松露薯條,副食,Fried,180.0,129.6
V000011,2026-02-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000011,2026-02-01,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000011,2026-02-01,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000011,2026-02-01,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000011,2026-02-01,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000012,2026-02-01,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000012,2026-02-01,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000012,2026-02-01,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000012,2026-02-01,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000012,2026-02-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000012,2026-02-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000012,2026-02-01,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000012,2026-02-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000012,2026-02-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000012,2026-02-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000013,2026-02-01,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000013,2026-02-01,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000013,2026-02-01,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000013,2026-02-01,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000013,2026-02-01,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000013,2026-02-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000013,2026-02-01,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000013,2026-02-01,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000013,2026-02-01,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000013,2026-02-01,W12,季節水果特調,酒水,Universal,340.0,261.8
V000013,2026-02-01,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000013,2026-02-01,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000014,2026-02-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000014,2026-02-01,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000014,2026-02-01,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000014,2026-02-01,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000014,2026-02-01,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000015,2026-02-01,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000015,2026-02-01,S05,松露薯條,副食,Fried,180.0,129.6
V000015,2026-02-01,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000015,2026-02-01,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000015,2026-02-01,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000016,2026-02-03,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000016,2026-02-03,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000016,2026-02-03,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000017,2026-02-03,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000017,2026-02-03,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000017,2026-02-03,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000017,2026-02-03,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000017,2026-02-03,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000017,2026-02-03,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000017,2026-02-03,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000017,2026-02-03,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000018,2026-02-03,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000018,2026-02-03,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000018,2026-02-03,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000018,2026-02-03,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000018,2026-02-03,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000018,2026-02-03,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000018,2026-02-03,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000018,2026-02-03,W06,Negroni,酒水,Cheese,350.0,266.0
V000018,2026-02-03,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000018,2026-02-03,W06,Negroni,酒水,Cheese,350.0,266.0
V000018,2026-02-03,W06,Negroni,酒水,Cheese,350.0,266.0
V000018,2026-02-03,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000018,2026-02-03,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000018,2026-02-03,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000018,2026-02-03,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000018,2026-02-03,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000019,2026-02-03,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000019,2026-02-03,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000019,2026-02-03,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000019,2026-02-03,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000019,2026-02-03,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000019,2026-02-03,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000019,2026-02-03,D02,焦糖烤布蕾,甜點,Dessert,160.0,107.2
V000019,2026-02-03,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000019,2026-02-03,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000020,2026-02-03,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000020,2026-02-03,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000020,2026-02-03,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000020,2026-02-03,S05,松露薯條,副食,Fried,180.0,129.6
V000020,2026-02-03,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000020,2026-02-03,D02,焦糖烤布蕾,甜點,Dessert,160.0,107.2
V000020,2026-02-03,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000020,2026-02-03,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000020,2026-02-03,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000020,2026-02-03,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000021,2026-02-03,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000021,2026-02-03,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000021,2026-02-03,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000021,2026-02-03,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000021,2026-02-03,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000021,2026-02-03,S05,松露薯條,副食,Fried,180.0,129.6
V000021,2026-02-03,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000021,2026-02-03,S05,松露薯條,副食,Fried,180.0,129.6
V000021,2026-02-03,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000021,2026-02-03,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000021,2026-02-03,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000021,2026-02-03,W06,Negroni,酒水,Cheese,350.0,266.0
V000021,2026-02-03,W12,季節水果特調,酒水,Universal,340.0,261.8
V000021,2026-02-03,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000022,2026-02-03,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000022,2026-02-03,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000022,2026-02-03,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000023,2026-02-03,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000023,2026-02-03,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000023,2026-02-03,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000023,2026-02-03,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000023,2026-02-03,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000023,2026-02-03,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000023,2026-02-03,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000023,2026-02-03,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000023,2026-02-03,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000023,2026-02-03,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000023,2026-02-03,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000023,2026-02-03,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000023,2026-02-03,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000024,2026-02-04,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000024,2026-02-04,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000024,2026-02-04,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000024,2026-02-04,S05,松露薯條,副食,Fried,180.0,129.6
V000024,2026-02-04,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000024,2026-02-04,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000024,2026-02-04,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000025,2026-02-04,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000025,2026-02-04,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000025,2026-02-04,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000025,2026-02-04,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000025,2026-02-04,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000025,2026-02-04,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000025,2026-02-04,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000025,2026-02-04,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000025,2026-02-04,W08,Gin & Tonic,酒水,Universal,300.0,234.0
V000025,2026-02-04,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000026,2026-02-04,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000026,2026-02-04,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000026,2026-02-04,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000026,2026-02-04,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000026,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000026,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000027,2026-02-04,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000027,2026-02-04,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000027,2026-02-04,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000027,2026-02-04,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000027,2026-02-04,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000027,2026-02-04,W06,Negroni,酒水,Cheese,350.0,266.0
V000027,2026-02-04,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000027,2026-02-04,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000027,2026-02-04,W12,季節水果特調,酒水,Universal,340.0,261.8
V000028,2026-02-04,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000028,2026-02-04,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000028,2026-02-04,S05,松露薯條,副食,Fried,180.0,129.6
V000028,2026-02-04,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000028,2026-02-04,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000028,2026-02-04,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000028,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000028,2026-02-04,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000028,2026-02-04,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000030,2026-02-04,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000030,2026-02-04,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000030,2026-02-04,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000030,2026-02-04,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000030,2026-02-04,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000030,2026-02-04,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000030,2026-02-04,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000030,2026-02-04,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000031,2026-02-04,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000031,2026-02-04,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000031,2026-02-04,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000031,2026-02-04,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000031,2026-02-04,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000031,2026-02-04,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000031,2026-02-04,D02,焦糖烤布蕾,甜點,Dessert,160.0,107.2
V000031,2026-02-04,W06,Negroni,酒水,Cheese,350.0,266.0
V000031,2026-02-04,W11,威士忌 Highball,酒水,Cheese,300.0,222.0
V000031,2026-02-04,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000031,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000031,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000031,2026-02-04,W06,Negroni,酒水,Cheese,350.0,266.0
V000031,2026-02-04,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000032,2026-02-04,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000032,2026-02-04,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000032,2026-02-04,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000032,2026-02-04,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000032,2026-02-04,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000032,2026-02-04,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000032,2026-02-04,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000032,2026-02-04,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000032,2026-02-04,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000032,2026-02-04,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000032,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000032,2026-02-04,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000032,2026-02-04,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000032,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000032,2026-02-04,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000032,2026-02-04,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000032,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000032,2026-02-04,W06,Negroni,酒水,Cheese,350.0,266.0
V000032,2026-02-04,W13,無酒精莫吉托,酒水,Universal,180.0,144.0
V000032,2026-02-04,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000032,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000032,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000033,2026-02-04,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000034,2026-02-04,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000034,2026-02-04,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000034,2026-02-04,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000034,2026-02-04,D02,焦糖烤布蕾,甜點,Dessert,160.0,107.2
V000035,2026-02-04,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000035,2026-02-04,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000035,2026-02-04,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000035,2026-02-04,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000035,2026-02-04,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000035,2026-02-04,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000035,2026-02-04,W12,季節水果特調,酒水,Universal,340.0,261.8
V000036,2026-02-04,M02,爐烤伊比利豬肩,主食,Red_Meat,520.0,197.6
V000036,2026-02-04,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000036,2026-02-04,S02,西班牙蒜辣蝦,副食,Seafood,260.0,176.8
V000036,2026-02-04,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000036,2026-02-04,W12,季節水果特調,酒水,Universal,340.0,261.8
V000036,2026-02-04,W01,馬爾貝克紅酒(杯),酒水,Red_Meat,280.0,173.6
V000036,2026-02-04,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000036,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000036,2026-02-04,W02,卡本內蘇維翁(杯),酒水,Red_Meat,320.0,192.0
V000036,2026-02-04,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000037,2026-02-04,M01,舒肥紅酒燉牛肉,主食,Red_Meat,480.0,192.0
V000037,2026-02-04,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000038,2026-02-05,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000038,2026-02-05,S05,松露薯條,副食,Fried,180.0,129.6
V000038,2026-02-05,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000038,2026-02-05,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000038,2026-02-05,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000038,2026-02-05,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000039,2026-02-05,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000039,2026-02-05,M03,炭烤戰斧牛排,主食,Red_Meat,880.0,308.0
V000039,2026-02-05,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000039,2026-02-05,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000039,2026-02-05,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000039,2026-02-05,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000039,2026-02-05,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000039,2026-02-05,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000039,2026-02-05,W07,Old Fashioned,酒水,Red_Meat,380.0,285.0
V000039,2026-02-05,W04,白蘇維翁(杯),酒水,Seafood,280.0,170.8
V000040,2026-02-05,M05,白酒蛤蜊義大利麵,主食,Seafood,380.0,167.2
V000040,2026-02-05,M06,香煎鮭魚佐檸檬,主食,Seafood,460.0,193.2
V000040,2026-02-05,S05,松露薯條,副食,Fried,180.0,129.6
V000040,2026-02-05,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000040,2026-02-05,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000040,2026-02-05,S06,酥炸花枝圈,副食,Fried,220.0,154.0
V000040,2026-02-05,S04,三種起司拼盤,副食,Cheese,340.0,224.4
V000040,2026-02-05,S01,紹興油泡蝦,副食,Seafood,280.0,196.0
V000040,2026-02-05,D01,提拉米蘇,甜點,Dessert,180.0,117.0
V000040,2026-02-05,W05,氣泡酒(杯),酒水,Fried,300.0,189.0
V000040,2026-02-05,W12,季節水果特調,酒水,Universal,340.0,261.8
V000040,2026-02-05,W09,精釀 IPA,酒水,Fried,260.0,150.8
V000040,2026-02-05,W12,季節水果特調,酒水,Universal,340.0,261.8
V000040,2026-02-05,W10,小麥白啤酒,酒水,Fried,240.0,136.8
V000040,2026-02-05,W03,夏多內白酒(杯),酒水,Seafood,260.0,161.2
V000041,2026-02-05,M04,松露野菌燉飯,主食,Cheese,420.0,189.0
V000041,2026-02-05,S07,炙燒櫛瓜佐油醋,副食,Universal,160.0,108.8
V000041,2026-02-05,S03,伊比利火腿盤,副食,Cheese,380.0,247.0
V000041,2026-02-05,W06,Negroni,酒水,Cheese,350.0,266.0
