customer_id,visits,avg_spend,avg_drink_ratio,avg_duration,avg_hour,total_revenue,total_profit,cluster
C00141,3,950.0,0.5074333333333333,94.66666666666667,21.666666666666668,7400.0,4538.200000000001,0
C00142,2,576.25,0.4598,102.5,21.0,3530.0,2103.2,0
C00143,3,975.0,0.17636666666666664,85.66666666666667,19.666666666666668,8020.0,4720.6,1
C00144,2,732.0,0.13495000000000001,57.5,21.0,4860.0,2722.2,1
C00145,2,1230.0,0.40095000000000003,56.0,20.5,4920.0,3108.2,1
C00146,2,575.0,0.2544,54.0,19.5,2300.0,1153.4,1
C00147,5,982.3399999999999,0.51912,105.6,21.4,10420.0,6691.2,2
C00149,2,953.75,0.1468,101.5,20.0,5050.0,2882.6,1
C00150,3,733.3333333333334,0.33203333333333335,70.33333333333333,19.666666666666668,6220.0,3473.0,1
C00152,2,455.0,0.27085,73.5,20.5,1340.0,769.0,1
C00153,3,973.3333333333334,0.34726666666666667,108.0,21.0,9400.0,5645.2,0
C00154,2,955.0,0.28655,87.0,21.5,6420.0,3815.2000000000003,0
C00155,2,889.6,0.54865,111.5,20.0,6450.0,3637.6,0
C00157,2,897.0,0.48015,131.5,20.0,8220.0,4451.6,0
C00158,3,1300.8333333333333,0.4832,107.0,19.0,10280.0,5952.8,0
C00159,3,1080.0,0.31053333333333333,94.66666666666667,20.0,5820.0,3372.6,1
C00160,3,895.5666666666666,0.6244999999999999,92.66666666666667,21.0,10480.0,6266.2,0
C00161,5,960.8,0.32996,84.8,19.6,18150.0,9700.2,2
C00166,2,1280.5,0.44235,73.5,20.5,7900.0,4687.200000000001,0
C00168,2,1047.5,0.3567,103.0,20.5,8570.0,5403.400000000001,0
C00171,3,1158.6666666666667,0.3773333333333333,94.0,18.666666666666668,11600.0,6932.999999999999,1
C00172,3,923.3333333333334,0.5520333333333333,74.0,20.666666666666668,5620.0,3219.3999999999996,0
C00175,2,766.65,0.22544999999999998,83.5,19.0,4600.0,2386.0,1
C00176,2,985.85,0.36405,60.0,20.5,6800.0,3903.2,1
C00177,2,1103.35,0.3424,91.0,21.5,5640.0,3317.8,0
C00179,3,842.3333333333334,0.3687666666666667,77.0,18.666666666666668,10020.0,5523.4,1
C00180,3,1060.6666666666667,0.4204666666666667,117.0,19.666666666666668,9310.0,5738.2,0
C00182,3,1316.6666666666667,0.4385333333333333,94.33333333333333,19.666666666666668,9500.0,5897.8,0
C00185,4,1071.25,0.32695,103.0,19.75,11300.0,6669.6,2
C00186,4,1019.575,0.41452500000000003,104.0,20.0,10860.0,5638.0,2
C00187,2,1049.15,0.2187,65.5,19.0,7210.0,3842.6,1
C00188,2,853.35,0.38284999999999997,107.0,20.5,4110.0,2461.4,0
C00190,3,782.7666666666668,0.36400000000000005,101.66666666666667,22.0,5400.0,3164.8,0
C00192,2,1597.5,0.46205,101.0,19.0,8470.0,5081.0,0
C00193,2,883.75,0.37285,97.0,21.0,5670.0,3333.0,0
C00196,2,1351.25,0.2911,65.5,19.0,6850.0,4064.0,1
C00198,5,1363.84,0.4625,103.8,20.6,17690.0,10712.8,2
C00199,2,944.15,0.37585,120.0,20.5,4790.0,2750.6,0
C00200,4,1085.625,0.526925,108.75,20.0,11940.0,7090.799999999999,2
C00202,4,1382.5,0.332825,93.5,21.5,11060.0,6263.2,2
C00203,6,1060.8333333333333,0.49763333333333337,98.16666666666667,20.5,16410.0,9743.4,2
C00205,2,1061.25,0.3983,87.5,20.0,6290.0,3685.2,0
C00206,2,1225.0,0.3715,149.5,19.0,8480.0,4517.200000000001,0
C00207,3,1171.1000000000001,0.46986666666666665,94.33333333333333,22.0,10440.0,5791.2,0
C00210,3,828.9,0.24186666666666667,93.33333333333333,20.0,8360.0,4214.0,1
C00213,2,1310.0,0.3446,78.0,22.0,5240.0,2742.6,0
C00214,2,952.5,0.2447,78.0,18.0,8770.0,4982.6,1
C00215,2,901.25,0.33805,85.0,19.0,7210.0,3894.4,1
C00216,2,965.0,0.24684999999999999,75.0,18.0,3860.0,2074.0,1
C00220,5,1211.2,0.38764,112.2,20.2,13250.0,7977.400000000001,2
C00222,4,667.5,0.2333,86.5,19.0,6820.0,3904.4,1
C00224,4,984.375,0.46499999999999997,120.25,21.75,11080.0,6868.2,2
C00226,2,1120.0,0.47975,85.5,22.0,6620.0,3733.2000000000003,0
C00228,3,1293.3333333333333,0.5071666666666667,85.66666666666667,21.666666666666668,9900.0,5758.6,0
C00230,2,995.0,0.51045,104.5,20.5,3980.0,2264.6,0
C00232,3,851.6666666666666,0.3789,92.66666666666667,20.666666666666668,6880.0,4290.4,0
C00237,6,1083.6166666666666,0.5528000000000001,87.66666666666667,21.0,14410.0,8940.2,2
C00238,2,770.0,0.23760000000000003,67.5,19.0,4620.0,2578.6,1
C00240,2,766.65,0.31885,106.0,21.0,4600.0,2628.0,0
C00242,3,1084.6666666666667,0.5033333333333333,91.0,20.333333333333332,9970.0,5878.8,0
C00245,2,1026.25,0.52155,103.5,19.0,4670.0,2667.6,0
C00246,2,907.5,0.3421,65.0,19.5,3720.0,2014.0,1
C00247,4,1196.25,0.6974,90.5,22.0,6080.0,3985.4,2
C00249,3,1077.7666666666667,0.4406666666666667,92.66666666666667,20.666666666666668,7080.0,4034.2,0
C00253,2,922.5,0.57945,99.0,18.0,3690.0,2126.8,0
C00255,3,1035.0,0.2782,60.0,18.666666666666668,6210.0,3758.6000000000004,1
C00257,5,1211.3200000000002,0.39693999999999996,113.4,21.0,16100.0,8719.6,2
C00262,2,1650.0,0.48585,106.0,20.0,4860.0,3051.2,0
C00265,7,789.3285714285714,0.4841285714285714,103.14285714285714,21.0,19870.0,11753.0,2
C00267,2,1091.25,0.5249,125.5,22.0,6570.0,3962.3999999999996,0
C00268,2,560.0,0.0,47.5,19.0,2240.0,1049.2,1
C00270,2,936.65,0.28285,108.5,18.5,5620.0,3044.8,1
C00271,4,1038.75,0.3967,112.0,20.5,8310.0,4867.2,2
C00272,3,784.1666666666666,0.48763333333333336,108.33333333333333,21.666666666666668,8890.0,5432.4,0
C00273,3,676.6666666666666,0.46280000000000004,74.0,20.666666666666668,4060.0,2359.4,1
C00274,3,905.0,0.41133333333333333,92.33333333333333,19.333333333333332,7500.0,4449.2,1
C00275,2,976.65,0.47050000000000003,86.5,21.5,5140.0,3151.2,0
C00277,3,1442.5,0.3854666666666667,80.66666666666667,20.333333333333332,8710.0,4773.8,0
C00280,3,993.3333333333334,0.15186666666666668,79.66666666666667,20.0,8940.0,4648.6,1
C00282,2,1117.5,0.3268,128.5,21.5,6240.0,3494.2,0
C00284,2,775.0,0.44055,103.5,22.5,3100.0,1748.6,0
C00289,3,1000.0,0.4395,82.33333333333333,22.666666666666668,6000.0,3266.6,0
C00293,2,987.5,0.31465,93.5,20.0,6420.0,3349.8,1
C00298,3,915.0,0.34336666666666665,57.666666666666664,19.666666666666668,6240.0,3713.6,1
C00300,4,1094.575,0.492425,121.75,21.0,14070.0,8606.4,2
C00301,2,745.0,0.22025,78.5,21.0,4700.0,2508.8,1
C00302,2,1130.0,0.4928,152.5,21.0,11000.0,6288.0,0
C00310,2,1157.5,0.46504999999999996,119.5,20.5,9260.0,5552.2,0
C00315,3,683.9,0.3019,79.66666666666667,18.666666666666668,7130.0,3989.2,1
C00322,2,1001.25,0.4479,91.0,21.0,6150.0,3935.2000000000003,0
C00325,2,1125.0,0.34175,75.5,19.5,5760.0,2975.0,1
C00326,2,985.0,0.10685,65.0,19.5,3140.0,1745.6,1
C00328,2,1175.0,0.4578,123.5,19.5,6540.0,3687.6,0
C00334,2,722.5,0.43115000000000003,89.0,18.5,4680.0,2528.2,1
C00337,2,1212.5,0.19635000000000002,94.0,20.0,4750.0,2626.0,1
C00340,3,768.9,0.29506666666666664,110.33333333333333,20.0,5410.0,3166.6,1
C00342,2,860.85,0.39215,107.0,21.0,5920.0,3426.4,0
C00345,4,984.15,0.45885000000000004,113.5,21.0,15300.0,9039.4,2
C00346,2,750.85,0.23509999999999998,87.5,21.0,5330.0,3136.3999999999996,1
C00351,3,710.0,0.27813333333333334,102.0,20.0,6880.0,3860.7999999999997,1
C00353,2,886.5,0.3469,110.5,19.5,8080.0,4498.6,0
C00354,2,545.0,0.10565,54.0,17.5,2560.0,1285.8000000000002,1
C00357,3,980.5666666666666,0.531,112.0,21.333333333333332,11290.0,7014.799999999999,0
C00358,2,683.75,0.19965,67.5,18.5,4150.0,2317.6,1
C00369,2,695.0,0.27725,111.0,20.5,2400.0,1401.8,1
C00370,2,744.15,0.51625,103.0,22.5,3530.0,2249.2,0
C00373,3,1115.5666666666666,0.328,130.0,20.0,8880.0,5439.4,0
C00375,3,1401.1000000000001,0.33349999999999996,109.33333333333333,20.333333333333332,9840.0,5670.0,0
C00377,3,696.6666666666666,0.21643333333333334,72.33333333333333,19.0,5230.0,2978.2,1
C00381,4,853.125,0.3199,109.75,20.5,9150.0,5207.0,2
C00382,2,900.0,0.11505,90.5,20.0,3600.0,1761.0,1
C00386,2,949.15,0.39225,105.0,20.5,4990.0,3223.6,0
C00387,5,1111.0,0.35492,104.6,20.4,17040.0,9535.0,2
C00394,2,1035.0,0.40025,63.5,21.5,4140.0,2416.4,0
C00395,2,1005.0,0.48695,125.0,21.5,6200.0,4046.4,0
C00397,2,1115.0,0.5422,109.0,22.0,3200.0,2177.4,0
C00399,2,632.5,0.45955,86.5,20.5,2530.0,1555.0,0
C00403,2,893.75,0.36929999999999996,134.5,20.5,7150.0,4017.2000000000003,0
C00408,2,684.0,0.25,102.0,20.0,4920.0,2727.4,1
C00411,2,825.0,0.14775,82.5,19.0,2420.0,1132.8000000000002,1
C00412,2,1048.75,0.28755000000000003,131.5,18.5,6650.0,3857.8,0
C00416,3,1191.6666666666667,0.5197666666666667,85.0,20.0,7150.0,4317.0,0
C00418,2,960.5,0.38645,97.0,19.0,8760.0,5292.799999999999,1
C00421,2,1356.65,0.32505,72.5,19.5,6600.0,3870.8,1
C00422,2,750.0,0.3306,59.5,18.0,2340.0,1289.8,1
C00423,2,1310.0,0.42350000000000004,78.5,21.5,4100.0,2688.4,0
C00424,2,1075.0,0.3669,109.0,21.0,6420.0,3878.8,0
C00425,2,681.0,0.1456,119.0,20.0,5290.0,2728.8,1
C00426,2,902.5,0.49625,109.0,20.0,6280.0,3634.8,0
C00427,2,1533.35,0.3385,95.5,18.0,10880.0,5976.2,1
C00429,2,510.0,0.39265,47.0,22.0,2040.0,1089.6,1
C00433,4,697.5,0.42517499999999997,91.25,20.5,7570.0,4564.2,2
C00438,3,743.3333333333334,0.4237333333333333,92.66666666666667,21.666666666666668,3440.0,1958.2,0
C00439,2,1101.25,0.50745,128.0,21.5,7130.0,4373.0,0
C00444,2,1045.0,0.5326,82.0,22.0,4180.0,2467.2,0
C00447,3,831.9333333333334,0.3532,102.0,19.0,10530.0,5779.400000000001,1
C00451,2,1171.65,0.49785,122.5,22.0,5520.0,3362.8,0
C00456,2,1222.5,0.4672,100.5,24.0,3110.0,1844.0,0
C00457,5,1008.3399999999999,0.3447,84.2,20.2,12670.0,7452.8,2
C00465,2,871.25,0.42735,93.0,22.0,4750.0,2911.4,0
C00467,2,790.0,0.29905,101.5,20.5,4640.0,2468.8,1
C00472,2,1307.5,0.48585,107.0,22.0,5230.0,3301.4,0
C00474,2,643.35,0.2881,111.5,21.0,5000.0,2761.8,0
C00484,3,650.0,0.36803333333333327,85.0,19.666666666666668,7130.0,4079.8,1
C00485,3,970.0,0.3420666666666667,87.0,21.666666666666668,7870.0,4872.4,0
C00488,2,435.0,0.0,60.5,19.0,1740.0,948.8,1
C00492,2,1091.65,0.1376,76.0,19.0,5400.0,2855.0,1
C00494,2,658.3,0.42905,80.5,18.5,3950.0,2227.2,1
C00497,3,748.3333333333334,0.4081333333333333,99.33333333333333,22.333333333333332,4490.0,2781.3999999999996,0
C00498,2,850.0,0.26565,60.0,20.0,3400.0,1786.0,1
C00501,2,1085.0,0.58135,105.0,23.0,6780.0,4232.4,0
C00503,2,609.15,0.20795000000000002,84.0,18.0,4220.0,2249.8,1
C00506,3,825.5666666666666,0.47163333333333335,94.0,20.666666666666668,6050.0,3655.0,0
C00507,2,585.0,0.5569500000000001,131.0,20.5,4110.0,2586.3999999999996,0
C00509,2,575.0,0.6473,90.5,18.5,2300.0,1366.8,0
C00510,2,912.5,0.3452,115.5,22.0,6120.0,3648.8,0
C00512,3,678.3333333333334,0.3618333333333333,82.0,20.666666666666668,5480.0,2882.0,1
C00515,2,671.65,0.0,66.0,20.0,3400.0,1864.4,1
C00516,3,880.0,0.4050666666666667,79.0,21.0,6960.0,4238.4,0
C00517,2,893.35,0.3654,81.0,19.0,4200.0,2262.3999999999996,1
C00524,2,862.5,0.35509999999999997,117.5,18.5,4360.0,2621.4,1
C00525,4,862.075,0.3877,107.5,20.75,8740.0,5205.2,2
C00529,3,1023.3333333333334,0.27153333333333335,111.0,20.666666666666668,6220.0,3688.6000000000004,0
C00530,2,1218.35,0.30469999999999997,95.5,19.0,8580.0,4847.799999999999,1
C00531,2,938.35,0.24184999999999998,66.0,18.5,4520.0,2318.4,1
C00532,2,840.0,0.4176,141.5,22.0,3360.0,2030.2,0
C00535,3,996.6666666666666,0.5114,112.66666666666667,20.666666666666668,7720.0,4826.400000000001,0
C00536,3,1085.0,0.3385666666666667,118.0,21.666666666666668,9060.0,5417.8,0
C00537,2,997.5,0.37205,91.0,20.0,6430.0,3576.2,0
C00540,2,690.0,0.16665,85.5,21.0,4140.0,2446.2,1
C00541,2,827.5,0.38280000000000003,110.0,20.5,4790.0,2918.4,0
C00545,4,943.325,0.238025,85.0,20.0,11440.0,6467.4,2
C00547,2,1050.0,0.24995,69.0,20.5,4200.0,2405.8,1
C00548,2,972.5,0.4057,91.0,20.5,6300.0,3548.3999999999996,0
C00549,2,920.0,0.35795,71.5,20.5,3680.0,2026.0,1
C00551,4,1139.575,0.538775,118.75,20.25,14240.0,8561.2,2
C00552,2,880.85,0.3428,101.5,21.5,3950.0,2466.2,0
C00555,3,1107.7666666666667,0.2847,86.0,19.666666666666668,8120.0,4541.0,1
C00557,3,971.6666666666666,0.5452666666666667,114.66666666666667,20.666666666666668,13920.0,8666.8,0
C00562,3,911.6666666666666,0.23796666666666666,91.33333333333333,19.666666666666668,7930.0,4526.0,1
C00565,3,881.6666666666666,0.5637333333333333,77.66666666666667,20.666666666666668,7940.0,5000.4,0
C00567,3,981.1,0.3460666666666667,82.66666666666667,19.666666666666668,7660.0,4382.4,1
C00571,3,681.6666666666666,0.3124,112.0,21.0,5260.0,3005.0,0
C00572,2,1050.0,0.32535,57.5,21.0,5680.0,3330.0,1
C00575,2,993.35,0.1858,141.5,22.0,4960.0,2939.2,0
C00577,3,1414.4333333333334,0.3219,108.33333333333333,19.333333333333332,9400.0,5072.6,0
C00580,2,960.0,0.44465,102.0,21.0,3840.0,2473.4,0
C00585,3,906.6666666666666,0.36366666666666664,87.0,20.666666666666668,5440.0,3147.0,1
C00587,2,1052.5,0.52235,112.0,20.5,6320.0,3657.2,0
C00590,3,1079.1666666666667,0.3731,82.33333333333333,20.0,9310.0,5656.8,1
C00592,2,560.0,0.3762,84.0,19.0,2940.0,1670.2,1
C00598,2,837.5,0.35345000000000004,95.5,21.0,4780.0,2918.4,0
C00603,2,718.75,0.22115,101.0,21.0,4650.0,2777.8,1
C00606,3,825.0,0.22220000000000004,101.66666666666667,20.333333333333332,6750.0,3524.2,1
C00607,2,777.5,0.37695,130.0,18.5,6370.0,3462.2000000000003,0
C00615,2,826.35,0.32284999999999997,116.5,20.0,6530.0,3914.4,0
C00623,2,855.0,0.2782,68.5,21.5,3040.0,1867.8,1
C00624,2,865.0,0.1093,47.5,18.5,3590.0,1937.2,1
C00627,2,1075.0,0.3569,87.5,21.0,4300.0,2732.0,0
C00628,3,1016.6666666666666,0.34990000000000004,99.66666666666667,19.666666666666668,5120.0,2872.0,1
C00631,3,1012.2333333333332,0.3611,71.33333333333333,19.666666666666668,7140.0,4098.8,1
C00640,2,1027.5,0.27545,79.5,18.5,10630.0,5929.400000000001,1
C00641,2,855.0,0.27025,83.5,19.5,3420.0,1726.0,1
C00653,2,545.0,0.1852,71.5,21.0,1900.0,1186.2,1
C00654,2,812.5,0.2243,75.5,19.0,5100.0,2746.3999999999996,1
C00658,2,709.35,0.26615,90.0,18.0,5640.0,3115.2,1
C00660,4,915.2,0.38265,88.75,20.5,10200.0,6289.6,2
C00666,2,1081.65,0.35265,101.0,20.5,7700.0,4164.2,0
C00667,2,1182.5,0.35450000000000004,95.0,19.0,7140.0,4041.0,1
C00671,2,866.65,0.45395,130.5,21.0,5200.0,3234.8,0
C00674,4,1015.0,0.401525,109.0,19.75,8120.0,4661.0,2
C00679,2,825.0,0.21225,88.0,21.0,3300.0,1953.0,1
C00680,2,1022.5,0.44045,98.5,20.0,9090.0,5529.6,0
C00682,3,910.0,0.3932,115.66666666666667,20.0,10470.0,6170.0,0
C00686,2,840.0,0.3689,105.0,20.0,4300.0,2347.0,0
C00688,2,685.0,0.27095,95.0,19.5,2740.0,1578.8000000000002,1
C00692,2,930.0,0.34555,110.5,18.5,9490.0,5139.2,1
C00693,4,1043.325,0.21675,72.75,19.25,8950.0,5018.8,1
C00695,3,763.3333333333334,0.4002666666666667,103.33333333333333,20.666666666666668,7280.0,3950.2,0
C00702,3,1036.6666666666667,0.5594333333333333,91.0,20.666666666666668,6220.0,4052.6,0
C00704,2,882.5,0.46840000000000004,95.0,18.5,3530.0,2051.4,1
C00706,2,1215.0,0.44765,122.0,22.5,6280.0,3810.4,0
C00707,2,670.0,0.1704,96.0,19.0,2680.0,1471.8,1
C00709,3,1068.8666666666666,0.31370000000000003,97.33333333333333,19.333333333333332,7980.0,4464.0,1
C00711,3,846.6666666666666,0.4263333333333333,86.33333333333333,20.666666666666668,7030.0,4261.200000000001,0
C00713,2,625.0,0.50945,121.5,19.5,3760.0,2009.0,0
C00720,4,579.825,0.11075,80.0,19.25,8650.0,4546.4,1
C00721,2,772.5,0.14049999999999999,71.5,19.5,4540.0,2281.2,1
C00723,2,756.65,0.3484,136.5,20.0,3580.0,1939.8000000000002,0
C00724,2,650.0,0.21385,69.5,19.0,4260.0,2290.7999999999997,1
C00725,3,1065.0,0.2058333333333333,80.66666666666667,19.666666666666668,9780.0,5239.4,1
C00730,2,962.5,0.3323,80.5,20.5,2730.0,1724.0,1
C00731,2,1300.0,0.2863,48.5,21.0,5200.0,3027.8,1
C00737,2,880.0,0.58785,68.5,20.5,3240.0,1887.6,0
C00742,4,937.925,0.35350000000000004,119.0,21.75,9650.0,5567.8,2
C00748,3,1075.5666666666666,0.39303333333333335,84.33333333333333,17.666666666666668,9060.0,4971.6,1
C00749,2,1165.0,0.321,90.5,22.0,4660.0,2943.2,0
C00752,2,1015.0,0.1517,94.0,20.5,4640.0,2450.6,1
C00757,3,781.6666666666666,0.5613666666666667,124.0,22.666666666666668,7360.0,4704.8,0
C00763,3,745.0,0.2899666666666667,121.66666666666667,19.666666666666668,8190.0,4636.0,1
C00766,2,1357.5,0.41135,149.0,18.0,9280.0,5490.2,0
C00770,4,714.175,0.340075,91.5,21.25,6650.0,3750.8,2
C00771,2,763.35,0.43655,90.0,20.5,3600.0,2069.8,0
C00773,3,935.0,0.23653333333333335,95.0,19.333333333333332,5610.0,3292.8,1
C00779,5,964.0,0.29752,97.0,19.2,15060.0,8278.800000000001,2
C00780,2,811.25,0.19135,77.0,21.0,5610.0,3250.8,1
C00781,2,430.0,0.3281,74.5,22.5,860.0,588.8,1
C00782,2,495.0,0.2828,130.5,23.0,1980.0,1136.0,0
C00783,2,1158.75,0.48960000000000004,129.5,21.0,7140.0,4531.6,0
C00784,3,949.1,0.4471666666666667,125.33333333333333,20.666666666666668,8410.0,4976.400000000001,0
C00785,3,863.7666666666668,0.4736,125.33333333333333,18.666666666666668,7920.0,4649.4,0
C00787,2,608.35,0.14285,82.5,21.0,3160.0,1523.4,1
C00788,5,881.68,0.22383999999999998,97.4,20.8,12170.0,6956.8,2
C00792,2,708.75,0.5252,113.5,20.0,5670.0,3189.6,0
C00795,3,955.0,0.17593333333333336,91.33333333333333,19.0,5730.0,3057.0,1
C00797,2,933.35,0.37195,108.5,21.0,7340.0,4087.8,0
C00798,2,927.5,0.31875000000000003,113.0,18.5,4980.0,2612.0,1
C00801,2,867.5,0.3142,77.0,20.5,3470.0,2119.8,1
C00802,2,761.65,0.36785,87.0,19.5,3580.0,1939.8,1
C00804,3,764.0,0.38566666666666666,107.0,18.666666666666668,10340.0,5677.8,1
C00805,5,946.0,0.40358,128.2,20.6,16740.0,9934.2,2
C00806,2,898.35,0.4327,88.5,21.0,3430.0,2177.0,0
C00812,2,678.75,0.5472,106.0,21.0,5430.0,3174.0,0
C00815,3,925.0,0.4396,108.0,21.0,7840.0,4358.4,0
C00816,2,773.35,0.4834,70.5,19.5,4640.0,2732.8,1
C00818,2,977.5,0.36125,101.5,20.5,4900.0,2633.4,0
C00822,2,1163.35,0.3247,87.0,23.0,5650.0,3649.8,0
C00823,3,866.1,0.31170000000000003,97.0,19.333333333333332,6060.0,3320.7999999999997,1
C00825,3,1030.0,0.19866666666666666,72.33333333333333,20.666666666666668,5020.0,2921.3999999999996,1
C00827,2,920.0,0.0,75.0,20.0,3400.0,1889.6000000000001,1
